preco,area_m2,quartos,banheiros,vagas,distrito
148290,34,2,1,0,Campo Limpo
150000,35,2,1,0,Campo Limpo
260000,52,2,1,1,Campo Limpo
155000,40,2,1,0,Campo Limpo
227000,54,2,1,1,Campo Limpo
250000,51,2,1,1,Campo Limpo
270000,63,2,1,1,Campo Limpo
229900,47,2,1,1,Campo Limpo
210000,46,2,1,1,Campo Limpo
139900,41,2,1,0,Campo Limpo
1200000,122,4,2,2,Campo Limpo
244800,48,2,1,1,Campo Limpo
169900,41,2,1,0,Campo Limpo
265000,51,2,1,1,Campo Limpo
240000,70,3,1,1,Campo Limpo
180000,56,2,1,1,Campo Limpo
215000,50,2,1,1,Campo Limpo
190000,45,2,1,1,Campo Limpo
197000,40,2,1,1,Campo Limpo
318000,56,3,2,1,Campo Limpo
520000,76,3,2,2,Campo Limpo
152900,41,2,1,0,Campo Limpo
200000,42,2,1,1,Campo Limpo
295000,66,3,2,1,Campo Limpo
205000,55,2,1,1,Campo Limpo
195000,41,2,1,0,Campo Limpo
205000,46,2,1,1,Campo Limpo
230000,63,3,1,1,Campo Limpo
460000,82,3,2,1,Campo Limpo
235000,48,2,1,0,Campo Limpo
149900,41,2,1,0,Campo Limpo
180000,56,2,1,1,Campo Limpo
210000,43,2,1,1,Campo Limpo
245000,44,2,1,1,Campo Limpo
244000,50,2,1,1,Campo Limpo
345000,68,3,2,1,Capão Redondo
190000,48,2,1,1,Capão Redondo
189000,50,2,1,1,Capão Redondo
235000,57,2,1,1,Capão Redondo
245000,47,2,1,1,Capão Redondo
285000,50,2,1,1,Capão Redondo
225000,52,2,1,1,Capão Redondo
129658,39,2,1,0,Capão Redondo
240000,47,2,1,1,Capão Redondo
215000,52,2,1,1,Capão Redondo
240000,58,2,1,1,Capão Redondo
1250000,99,2,3,2,Cidade Ademar
365000,64,2,1,1,Cidade Ademar
250000,45,2,1,1,Cidade Ademar
296000,70,3,1,1,Cidade Ademar
450000,62,2,1,2,Cidade Ademar
310000,60,2,1,1,Cidade Ademar
660000,107,3,2,2,Cidade Ademar
690000,106,3,2,2,Cidade Ademar
249000,50,2,1,1,Cidade Ademar
292000,49,2,1,1,Cidade Ademar
440000,70,3,2,2,Cidade Ademar
329000,64,2,1,1,Cidade Ademar
395000,64,2,2,1,Cidade Ademar
350000,75,2,2,2,Cidade Ademar
235000,45,2,1,1,Cidade Ademar
274000,60,2,1,1,Cidade Ademar
321000,60,2,1,1,Cidade Ademar
305000,63,3,1,1,Cidade Ademar
240000,64,2,1,1,Cidade Ademar
380000,62,3,2,1,Cidade Ademar
300000,59,2,1,1,Cidade Ademar
330000,58,2,1,1,Cidade Ademar
690000,107,3,2,2,Cidade Ademar
328000,65,3,1,1,Cidade Ademar
680000,74,2,2,1,Cidade Ademar
360000,74,3,1,1,Cidade Ademar
685000,107,3,2,2,Cidade Ademar
370000,81,2,3,2,Cidade Ademar
230000,47,2,1,1,Cidade Ademar
660000,101,3,2,2,Cidade Ademar
395000,64,2,1,1,Cidade Ademar
420000,80,3,3,1,Cidade Ademar
309000,70,3,1,1,Cidade Ademar
224000,47,2,1,1,Cidade Ademar
275000,44,2,1,1,Cidade Ademar
249000,54,2,1,1,Cidade Ademar
280000,59,2,1,1,Cidade Ademar
155000,50,2,1,1,Cidade Ademar
187330,31,1,1,0,Cidade Ademar
280000,47,2,1,1,Cidade Ademar
798000,82,2,2,2,Cidade Ademar
290000,58,2,1,1,Cidade Ademar
169900,31,1,2,1,Cidade Ademar
360000,75,3,1,2,Cidade Ademar
250000,49,2,1,1,Cidade Ademar
735000,104,3,2,3,Cidade Ademar
275000,60,2,1,1,Cidade Ademar
260000,49,2,1,1,Cidade Dutra
840000,181,3,4,2,Cidade Dutra
880000,96,3,2,2,Cidade Dutra
275000,63,2,1,1,Cidade Dutra
260000,56,3,1,1,Cidade Dutra
260000,64,3,1,1,Cidade Dutra
296800,62,3,1,1,Cidade Dutra
930000,117,3,2,2,Cidade Dutra
275000,55,2,1,1,Cidade Dutra
270000,58,3,1,1,Cidade Dutra
925000,95,3,2,2,Cidade Dutra
265000,62,3,1,1,Cidade Dutra
780000,181,4,4,2,Cidade Dutra
270000,65,3,1,1,Cidade Dutra
1000000,95,3,3,2,Cidade Dutra
860000,180,3,4,2,Cidade Dutra
280000,62,2,1,1,Cidade Dutra
276000,63,3,1,1,Cidade Dutra
255000,49,2,1,1,Cidade Dutra
260000,58,2,1,1,Cidade Dutra
750000,181,3,4,2,Cidade Dutra
850000,182,3,4,2,Cidade Dutra
180000,42,2,1,1,Cursino
1800000,360,3,2,3,Cursino
440000,68,2,2,1,Cursino
640000,76,3,2,2,Cursino
340000,59,2,1,1,Cursino
315000,63,3,2,1,Cursino
350000,50,2,2,1,Cursino
425000,62,3,2,1,Cursino
239000,51,2,1,1,Cursino
390000,64,3,1,1,Cursino
517000,58,3,2,1,Cursino
375000,60,2,1,1,Cursino
340000,62,3,2,1,Cursino
380000,62,2,2,1,Cursino
290000,45,2,1,1,Cursino
314999,63,3,2,1,Cursino
430000,55,2,1,2,Cursino
400000,60,2,1,1,Cursino
335000,62,2,1,1,Cursino
1370000,136,3,4,2,Cursino
219000,49,2,1,1,Cursino
200000,54,2,1,1,Cursino
330000,49,2,1,1,Cursino
309990,60,3,1,1,Cursino
320000,51,2,2,1,Cursino
212000,52,2,1,1,Cursino
995000,103,3,2,2,Cursino
245000,52,2,1,0,Grajaú
250000,50,2,1,1,Grajaú
260000,55,3,1,0,Grajaú
190000,60,2,1,0,Grajaú
1499999,147,3,4,3,Ipiranga
890000,115,3,2,2,Ipiranga
1170000,133,3,5,2,Ipiranga
909717,85,3,2,2,Ipiranga
376000,54,1,2,1,Ipiranga
750000,118,3,2,2,Ipiranga
650000,118,3,2,2,Ipiranga
680000,78,3,2,1,Ipiranga
750000,70,3,2,2,Ipiranga
350000,34,1,1,1,Ipiranga
657200,70,2,2,2,Ipiranga
365000,48,2,1,1,Ipiranga
499900,63,2,2,1,Ipiranga
440000,72,2,1,1,Ipiranga
390000,42,1,2,1,Ipiranga
542000,69,2,2,1,Ipiranga
1200000,145,4,3,3,Ipiranga
5000000,292,4,1,5,Itaim Bibi
1300000,130,3,2,2,Itaim Bibi
500000,46,1,2,1,Itaim Bibi
1050000,100,3,2,2,Itaim Bibi
1350000,101,2,3,1,Itaim Bibi
2600000,200,3,2,2,Itaim Bibi
2800000,180,3,3,3,Itaim Bibi
585000,70,1,2,1,Itaim Bibi
550000,63,2,1,1,Itaim Bibi
1200000,100,2,1,1,Itaim Bibi
640000,49,1,1,1,Itaim Bibi
1640000,170,3,2,2,Itaim Bibi
1455000,100,2,3,1,Itaim Bibi
1012000,85,2,2,1,Itaim Bibi
559000,90,3,2,2,Jabaquara
360000,54,2,1,1,Jabaquara
540000,89,3,2,2,Jabaquara
350000,67,2,1,1,Jabaquara
272000,55,2,1,1,Jabaquara
250000,78,3,1,1,Jabaquara
340000,49,2,1,1,Jabaquara
299000,51,1,1,1,Jabaquara
590000,75,3,2,2,Jabaquara
500000,67,3,2,1,Jabaquara
350000,62,3,2,1,Jabaquara
330000,49,2,1,1,Jabaquara
725000,86,3,2,3,Jabaquara
340000,64,2,1,1,Jabaquara
370000,55,2,1,1,Jabaquara
455000,70,2,1,1,Jabaquara
425000,64,3,1,1,Jabaquara
360000,63,2,1,1,Jabaquara
630000,91,3,2,2,Jabaquara
290000,40,1,1,1,Jabaquara
230000,52,2,1,0,Jabaquara
490000,63,2,2,2,Jabaquara
280000,52,2,1,1,Jabaquara
595000,114,3,2,2,Jabaquara
530000,73,3,2,2,Jabaquara
299000,53,2,1,1,Jabaquara
995000,102,3,2,2,Jabaquara
280000,55,2,1,1,Jabaquara
350000,68,2,1,1,Jabaquara
800000,86,3,2,2,Jabaquara
300000,47,2,1,1,Jabaquara
456000,85,3,1,1,Jabaquara
265000,51,2,1,1,Jabaquara
545000,74,3,2,2,Jabaquara
515000,114,3,3,1,Jabaquara
345000,39,1,2,1,Jabaquara
161987,44,2,1,1,Jardim Ângela
